old_taxonID_linked_genome_sequence,species,genus,family,order,class,phylum
Naumovozyma_castellii,Naumovozyma castellii,Naumovozyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Naumovozyma_dairenensis,Naumovozyma dairenensis,Naumovozyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Nectria_haematococca,[Nectria] haematococca,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Neofusicoccum_parvum,Neofusicoccum parvum,Neofusicoccum,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,Ascomycota
Neolecta_irregularis,Neolecta irregularis,Neolecta,Neolectaceae,Neolectales,Neolectomycetes,Ascomycota
Neonectria_ditissima,Neonectria ditissima,Neonectria,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Neonectria_hederae,Neonectria hederae,Neonectria,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Neonectria_punicea,Neonectria punicea,Neonectria,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Neoscytalidium_dimidiatum,Neoscytalidium dimidiatum,Neoscytalidium,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,Ascomycota
Neurospora_africana,Neurospora africana,Neurospora,Sordariaceae,Sordariales,Sordariomycetes,Ascomycota
Neurospora_crassa,Neurospora crassa,Neurospora,Sordariaceae,Sordariales,Sordariomycetes,Ascomycota
Neurospora_pannonica,Neurospora pannonica,Neurospora,Sordariaceae,Sordariales,Sordariomycetes,Ascomycota
Neurospora_sublineolata,Neurospora sublineolata,Neurospora,Sordariaceae,Sordariales,Sordariomycetes,Ascomycota
Neurospora_terricola,Neurospora terricola,Neurospora,Sordariaceae,Sordariales,Sordariomycetes,Ascomycota
Neurospora_tetrasperma,Neurospora tetrasperma,Neurospora,Sordariaceae,Sordariales,Sordariomycetes,Ascomycota
Nigrograna_mackinnonii,Nigrograna mackinnonii,Nigrograna,Nigrogranaceae,Pleosporales,Dothideomycetes,Ascomycota
Nothophaeocryptopus_gaeumannii,Nothophaeocryptopus gaeumannii,Nothophaeocryptopus,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Ascomycota
Ochroconis_constricta,Ochroconis constricta,Ochroconis,Sympoventuriaceae,Venturiales,Dothideomycetes,Ascomycota
Ogataea_glucozyma,Ogataea glucozyma,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_henricii,Ogataea henricii,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_kodamae,Ogataea kodamae,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_methanolica,Ogataea methanolica,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_methylivora,Ogataea methylivora,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_minuta,Ogataea minuta,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_naganishii,Ogataea naganishii,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_nitratoaversa,Ogataea nitratoaversa,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_nonfermentans,Ogataea nonfermentans,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_parapolymorpha,Ogataea parapolymorpha,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_philodendri,Ogataea philodendri,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_pilisensis,Ogataea pilisensis,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_pini,Ogataea pini,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_polymorpha,Ogataea polymorpha,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_populialbae,Ogataea populialbae,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_ramenticola,Ogataea ramenticola,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_trehaloabstinens,Ogataea trehaloabstinens,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_trehalophila,Ogataea trehalophila,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Ogataea_zsoltii,Ogataea zsoltii,Ogataea,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Onygena_corvina,Onygena corvina,Onygena,Onygenaceae,Onygenales,Eurotiomycetes,Ascomycota
Ophidiomyces_ophiodiicola,Ophidiomyces ophiodiicola,Ophidiomyces,Onygenaceae,Onygenales,Eurotiomycetes,Ascomycota
Ophioceras_dolichostomum,Ophioceras dolichostomum,Ophioceras,Magnaporthaceae,Magnaporthales,Sordariomycetes,Ascomycota
Ophiocordyceps_australis,Ophiocordyceps australis,Ophiocordyceps,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Ophiocordyceps_camponoti-rufipedis,Ophiocordyceps camponoti-rufipedis,Ophiocordyceps,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Ophiocordyceps_polyrhachis-furcata,Ophiocordyceps polyrhachis-furcata,Ophiocordyceps,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Ophiocordyceps_sinensis,Ophiocordyceps sinensis,Ophiocordyceps,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Ophiocordyceps_unilateralis,Ophiocordyceps unilateralis,Ophiocordyceps,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Ophiognomonia_clavigignenti-juglandacearum,Ophiognomonia clavigignenti-juglandacearum,Ophiognomonia,Gnomoniaceae,Diaporthales,Sordariomycetes,Ascomycota
Ophiostoma_ips,Ophiostoma ips,Ophiostoma,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Ophiostoma_novo-ulmi,Ophiostoma novo-ulmi,Ophiostoma,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Ophiostoma_piceae,Ophiostoma piceae,Ophiostoma,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Pachysolen_tannophilus,Pachysolen tannophilus,Pachysolen,CUG-Ala,Saccharomycetales,Saccharomycetes,Ascomycota
Paecilomyces_hepiali,Paecilomyces hepiali,Paecilomyces,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Paracoccidioides_brasiliensis,Paracoccidioides brasiliensis,Paracoccidioides,Ajellomycetaceae,Onygenales,Eurotiomycetes,Ascomycota
Paracoccidioides_lutzii,Paracoccidioides lutzii,Paracoccidioides,Ajellomycetaceae,Onygenales,Eurotiomycetes,Ascomycota
Paramyrothecium_roridum,Paramyrothecium roridum,Paramyrothecium,Stachybotryaceae,Hypocreales,Sordariomycetes,Ascomycota
Paraphaeosphaeria_sporulosa,Paraphaeosphaeria sporulosa,Paraphaeosphaeria,Didymosphaeriaceae,Pleosporales,Dothideomycetes,Ascomycota
Parastagonospora_nodorum,Parastagonospora nodorum,Parastagonospora,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Ascomycota
Passalora_fulva,Passalora fulva,Passalora,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Ascomycota
Peltaster_fructicola,Peltaster fructicola,Peltaster,Peltaster_fm,Peltaster_or,Dothideomycetes,Ascomycota
Penicilliopsis_zonata,Penicilliopsis zonata,Penicilliopsis,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_antarcticum,Penicillium antarcticum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_arizonense,Penicillium arizonense,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_biforme,Penicillium biforme,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_brasilianum,Penicillium brasilianum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_camemberti,Penicillium camemberti,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_capsulatum,Penicillium capsulatum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_carneum,Penicillium carneum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_chrysogenum,Penicillium chrysogenum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_citrinum,Penicillium citrinum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_coprophilum,Penicillium coprophilum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_decumbens,Penicillium decumbens,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_digitatum,Penicillium digitatum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_expansum,Penicillium expansum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_flavigenum,Penicillium flavigenum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_freii,Penicillium freii,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_fuscoglaucum,Penicillium fuscoglaucum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_griseofulvum,Penicillium griseofulvum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_italicum,Penicillium italicum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_janthinellum,Penicillium janthinellum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_nalgiovense,Penicillium nalgiovense,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_nordicum,Penicillium nordicum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_occitanis,Penicillium occitanis,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_oxalicum,Penicillium oxalicum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_paneum,Penicillium paneum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_paxilli,Penicillium paxilli,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_polonicum,Penicillium polonicum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_roqueforti,Penicillium roqueforti,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_rubens,Penicillium rubens,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_sclerotiorum,Penicillium sclerotiorum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_solitum,Penicillium solitum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_steckii,Penicillium steckii,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_subrubescens,Penicillium subrubescens,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_verrucosum,Penicillium verrucosum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Penicillium_vulpinum,Penicillium vulpinum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Periconia_macrospinosa,Periconia macrospinosa,Periconia,Periconiaceae,Pleosporales,Dothideomycetes,Ascomycota
Periglandula_ipomoeae,Periglandula ipomoeae,Periglandula,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Pestalotiopsis_fici,Pestalotiopsis fici,Pestalotiopsis,Sporocadaceae,Xylariales,Sordariomycetes,Ascomycota
Peterozyma_toletana,Peterozyma toletana,Peterozyma,CUG-Ala,Saccharomycetales,Saccharomycetes,Ascomycota
Peterozyma_xylosa,Peterozyma xylosa,Peterozyma,CUG-Ala,Saccharomycetales,Saccharomycetes,Ascomycota
Pezicula_radicicola,Pezicula radicicola,Pezicula,Dermateaceae,Helotiales,Leotiomycetes,Ascomycota
Pezoloma_ericae,Pezoloma ericae,Pezoloma,Leotiaceae,Helotiales,Leotiomycetes,Ascomycota
Phaeoacremonium_minimum,Phaeoacremonium minimum,Phaeoacremonium,Togniniaceae,Togniniales,Sordariomycetes,Ascomycota
Phaeomoniella_chlamydospora,Phaeomoniella chlamydospora,Phaeomoniella,Phaeomoniellaceae,Phaeomoniellales,Eurotiomycetes,Ascomycota
Phaffomyces_antillensis,Phaffomyces antillensis,Phaffomyces,Phaffomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Phaffomyces_opuntiae,Phaffomyces opuntiae,Phaffomyces,Phaffomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Phaffomyces_thermotolerans,Phaffomyces thermotolerans,Phaffomyces,Phaffomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Phialocephala_scopiformis,Phialocephala scopiformis,Phialocephala,Vibrisseaceae,Helotiales,Leotiomycetes,Ascomycota
Phialocephala_subalpina,Phialocephala subalpina,Phialocephala,Vibrisseaceae,Helotiales,Leotiomycetes,Ascomycota
Phialophora_americana,Phialophora americana,Phialophora,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota
Phialophora_attae,Phialophora attae,Phialophora,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota
Phialophora_verrucosa,Phialophora verrucosa,Phialophora,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota
Phoma_herbarum,Phoma herbarum,Phoma,Didymellaceae,Pleosporales,Dothideomycetes,Ascomycota
Phyllosticta_capitalensis,Phyllosticta capitalensis,Phyllosticta,Phyllostictaceae,Botryosphaeriales,Dothideomycetes,Ascomycota
Phyllosticta_citricarpa,Phyllosticta citricarpa,Phyllosticta,Phyllostictaceae,Botryosphaeriales,Dothideomycetes,Ascomycota
Pichia_exigua,Pichia exigua,Pichia,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Pichia_heedii,Pichia heedii,Pichia,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Pichia_kudriavzevii,Pichia kudriavzevii,Pichia,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Pichia_membranifaciens,Pichia membranifaciens,Pichia,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Pichia_nakasei,Pichia nakasei,Pichia,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Pichia_norvegensis,Pichia norvegensis,Pichia,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Pichia_occidentalis,Pichia occidentalis,Pichia,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Pichia_terricola,Pichia terricola,Pichia,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Pneumocystis_carinii,Pneumocystis carinii,Pneumocystis,Pneumocystidaceae,Pneumocystidales,Pneumocystidomycetes,Ascomycota
Pneumocystis_jirovecii,Pneumocystis jirovecii,Pneumocystis,Pneumocystidaceae,Pneumocystidales,Pneumocystidomycetes,Ascomycota
Pneumocystis_murina,Pneumocystis murina,Pneumocystis,Pneumocystidaceae,Pneumocystidales,Pneumocystidomycetes,Ascomycota
Pochonia_chlamydosporia,Pochonia chlamydosporia,Pochonia,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Podospora_anserina,Podospora anserina,Podospora,Lasiosphaeriaceae,Sordariales,Sordariomycetes,Ascomycota
Polytolypa_hystricis,Polytolypa hystricis,Polytolypa,Ajellomycetaceae,Onygenales,Eurotiomycetes,Ascomycota
Priceomyces_carsonii,Priceomyces carsonii,Priceomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Priceomyces_castillae,Priceomyces castillae,Priceomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Priceomyces_haplophilus,Priceomyces haplophilus,Priceomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Priceomyces_medius,Priceomyces medius,Priceomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Protomyces_lactucaedebilis,Protomyces lactucaedebilis,Protomyces,Protomycetaceae,Taphrinales,Taphrinomycetes,Ascomycota
Pseudevernia_furfuracea,Pseudevernia furfuracea,Pseudevernia,Parmeliaceae,Lecanorales,Lecanoromycetes,Ascomycota
Pseudocercospora_fijiensis,Pseudocercospora fijiensis,Pseudocercospora,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Ascomycota
Pseudocercospora_musae,Pseudocercospora musae,Pseudocercospora,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Ascomycota
Pseudocercospora_pini-densiflorae,Pseudocercospora pini-densiflorae,Pseudocercospora,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Ascomycota
Pseudohalonectria_lignicola,Pseudohalonectria lignicola,Pseudohalonectria,Magnaporthaceae,Magnaporthales,Sordariomycetes,Ascomycota
Pseudomassariella_vexata,Pseudomassariella vexata,Pseudomassariella,Pseudomassariaceae,Xylariales,Sordariomycetes,Ascomycota
Pseudonectria_foliicola,Pseudonectria foliicola,Pseudonectria,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Pseudopyrenochaeta_lycopersici,Pseudopyrenochaeta lycopersici,Pseudopyrenochaeta,Pseudopyrenochaetaceae,Pleosporales,Dothideomycetes,Ascomycota
Purpureocillium_lilacinum,Purpureocillium lilacinum,Purpureocillium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Pyrenophora_seminiperda,Pyrenophora seminiperda,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Ascomycota
Pyrenophora_teres,Pyrenophora teres,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Ascomycota
Pyrenophora_tritici-repentis,Pyrenophora tritici-repentis,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Ascomycota
Pyricularia_pennisetigena,Pyricularia pennisetigena,Pyricularia,Magnaporthaceae,Magnaporthales,Sordariomycetes,Ascomycota
Pyronema_omphalodes,Pyronema omphalodes,Pyronema,Pyronemataceae,Pezizales,Pezizomycetes,Ascomycota
Raffaelea_albimanens,Raffaelea albimanens,Raffaelea,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Raffaelea_ambrosiae,Raffaelea ambrosiae,Raffaelea,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Raffaelea_arxii,Raffaelea arxii,Raffaelea,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Raffaelea_lauricola,Raffaelea lauricola,Raffaelea,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Raffaelea_quercivora,Raffaelea quercivora,Raffaelea,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Raffaelea_quercus-mongolicae,Raffaelea quercus-mongolicae,Raffaelea,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Raffaelea_sulphurea,Raffaelea sulphurea,Raffaelea,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Ramalina_intermedia,Ramalina intermedia,Ramalina,Ramalinaceae,Lecanorales,Lecanoromycetes,Ascomycota
Ramalina_peruviana,Ramalina peruviana,Ramalina,Ramalinaceae,Lecanorales,Lecanoromycetes,Ascomycota
Ramichloridium_luteum,Ramichloridium luteum,Ramichloridium,Dissoconiaceae,Capnodiales,Dothideomycetes,Ascomycota
Ramularia_collo-cygni,Ramularia collo-cygni,Ramularia,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Ascomycota
Ramularia_endophylla,Ramularia endophylla,Ramularia,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Ascomycota
Rasamsonia_emersonii,Rasamsonia emersonii,Rasamsonia,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota
Reticulascus_tulasneorum,Reticulascus tulasneorum,Reticulascus,Reticulascaceae,Glomerellales,Sordariomycetes,Ascomycota
Rhinocladiella_mackenziei,Rhinocladiella mackenziei,Rhinocladiella,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota
Rhynchosporium_agropyri,Rhynchosporium agropyri,Rhynchosporium,Ploettnerulaceae,Helotiales,Leotiomycetes,Ascomycota
Rhynchosporium_commune,Rhynchosporium commune,Rhynchosporium,Ploettnerulaceae,Helotiales,Leotiomycetes,Ascomycota
Rhynchosporium_secalis,Rhynchosporium secalis,Rhynchosporium,Ploettnerulaceae,Helotiales,Leotiomycetes,Ascomycota
Rhytidhysteron_rufulum,Rhytidhysteron rufulum,Rhytidhysteron,Hysteriaceae,Hysteriales,Dothideomycetes,Ascomycota
Rosellinia_necatrix,Rosellinia necatrix,Rosellinia,Xylariaceae,Xylariales,Sordariomycetes,Ascomycota
Rutstroemia_sydowiana,Rutstroemia sydowiana,Rutstroemia,Rutstroemiaceae,Helotiales,Leotiomycetes,Ascomycota
Saccharomyces_arboricola,Saccharomyces arboricola,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Saccharomyces_cerevisiae,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Saccharomyces_eubayanus,Saccharomyces eubayanus,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Saccharomyces_kudriavzevii,Saccharomyces kudriavzevii,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Saccharomyces_mikatae,Saccharomyces mikatae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Saccharomyces_paradoxus,Saccharomyces paradoxus,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Saccharomyces_uvarum,Saccharomyces uvarum,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Saccharomycopsis_capsularis,Saccharomycopsis capsularis,Saccharomycopsis,CUG-Ser2,Saccharomycetales,Saccharomycetes,Ascomycota
Saccharomycopsis_malanga,Saccharomycopsis malanga,Saccharomycopsis,CUG-Ser2,Saccharomycetales,Saccharomycetes,Ascomycota
Saitoella_complicata,Saitoella complicata,Saitoella,Protomycetaceae,Taphrinales,Neolectomycetes,Ascomycota
Saprochaete_clavata,Saprochaete clavata,Saprochaete,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Sarocladium_oryzae,Sarocladium oryzae,Sarocladium,Sarocladiaceae,Hypocreales,Sordariomycetes,Ascomycota
Sarocladium_strictum,Sarocladium strictum,Sarocladium,Sarocladiaceae,Hypocreales,Sordariomycetes,Ascomycota
Saturnispora_dispora,Saturnispora dispora,Saturnispora,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Saturnispora_hagleri,Saturnispora hagleri,Saturnispora,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Saturnispora_mendoncae,Saturnispora mendoncae,Saturnispora,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Saturnispora_saitoi,Saturnispora saitoi,Saturnispora,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Saturnispora_serradocipensis,Saturnispora serradocipensis,Saturnispora,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Saturnispora_silvae,Saturnispora silvae,Saturnispora,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Saturnispora_zaruensis,Saturnispora zaruensis,Saturnispora,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Scedosporium_apiospermum,Scedosporium apiospermum,Scedosporium,Microascaceae,Microascales,Sordariomycetes,Ascomycota
Scedosporium_aurantiacum,Scedosporium aurantiacum,Scedosporium,Microascaceae,Microascales,Sordariomycetes,Ascomycota
Scedosporium_boydii,Scedosporium boydii,Scedosporium,Microascaceae,Microascales,Sordariomycetes,Ascomycota
Scedosporium_dehoogii,Scedosporium dehoogii,Scedosporium,Microascaceae,Microascales,Sordariomycetes,Ascomycota
Scheffersomyces_lignosus,Scheffersomyces lignosus,Scheffersomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Scheffersomyces_stipitis,Scheffersomyces stipitis,Scheffersomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Schizosaccharomyces_cryophilus,Schizosaccharomyces cryophilus,Schizosaccharomyces,Schizosaccharomycetaceae,Schizosaccharomycetales,Schizosaccharomycetes,Ascomycota
Schizosaccharomyces_japonicus,Schizosaccharomyces japonicus,Schizosaccharomyces,Schizosaccharomycetaceae,Schizosaccharomycetales,Schizosaccharomycetes,Ascomycota
Schizosaccharomyces_octosporus,Schizosaccharomyces octosporus,Schizosaccharomyces,Schizosaccharomycetaceae,Schizosaccharomycetales,Schizosaccharomycetes,Ascomycota
Schizosaccharomyces_pombe,Schizosaccharomyces pombe,Schizosaccharomyces,Schizosaccharomycetaceae,Schizosaccharomycetales,Schizosaccharomycetes,Ascomycota
Sclerotinia_borealis,Sclerotinia borealis,Sclerotinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota
Sclerotinia_glacialis,Sclerotinia glacialis,Sclerotinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota
Sclerotinia_sclerotiorum,Sclerotinia sclerotiorum,Sclerotinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota
Scytalidium_lignicola,Scytalidium lignicola,Scytalidium,Scytalidium_fm,Helotiales,Leotiomycetes,Ascomycota
Sordaria_macrospora,Sordaria macrospora,Sordaria,Sordariaceae,Sordariales,Sordariomycetes,Ascomycota
Spathaspora_arborariae,Spathaspora arborariae,Spathaspora,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Spathaspora_girioi,Spathaspora girioi,Spathaspora,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Spathaspora_gorwiae,Spathaspora gorwiae,Spathaspora,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Spathaspora_hagerdaliae,Spathaspora hagerdaliae,Spathaspora,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Spathaspora_passalidarum,Spathaspora passalidarum,Spathaspora,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Spencermartinsiella_europaea,Spencermartinsiella europaea,Spencermartinsiella,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Sphaceloma_murrayae,Sphaceloma murrayae,Sphaceloma,Elsinoaceae,Myriangiales,Dothideomycetes,Ascomycota
Sphaerulina_musiva,Sphaerulina musiva,Sphaerulina,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Ascomycota
Sphaerulina_populicola,Sphaerulina populicola,Sphaerulina,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Ascomycota
Sporopachydermia_lactativora,Sporopachydermia lactativora,Sporopachydermia,Sporopachydermia clade,Saccharomycetales,Saccharomycetes,Ascomycota
Sporopachydermia_quercuum,Sporopachydermia quercuum,Sporopachydermia,Sporopachydermia clade,Saccharomycetales,Saccharomycetes,Ascomycota
